ObservedSChanges	ObservedNSChanges	E[SSites]	E[NSSites]	ObservedS.Prop.	P{S}	dS	dN	dN-dS	P{Sleq.observed}	P{Sgeq.observed}	ScaleddN-dS
115	231	0.453513	2.42545	0.33237	0.157527	253.576	95.2402	-158.336	1	-1.44329e-14	-1.23433
112	48	0.432144	2.0346	0.7	0.175188	259.173	23.5919	-235.581	1	1.44329e-15	-1.8365
119	21	0.432395	2.56626	0.85	0.144196	275.212	8.18313	-267.028	1	2.9976e-15	-2.08166
121	162	0.49696	2.35708	0.427562	0.174125	243.48	68.7291	-174.751	1	1.87628e-14	-1.3623
283	43	1.11478	1.86818	0.868098	0.373716	253.861	23.017	-230.844	1	5.66214e-15	-1.79958
100	73	0.446373	2.5388	0.578035	0.14953	224.028	28.7537	-195.274	1	7.54952e-15	-1.52229
105	1	0.478626	2.21015	0.990566	0.178009	219.378	0.452459	-218.926	1	1.11022e-15	-1.70667
290	99	1.13587	1.8044	0.745501	0.386316	255.31	54.866	-200.444	1	1.85407e-14	-1.56259
307.5	80.5	1.15683	1.81039	0.792526	0.38987	265.811	44.4654	-221.346	1	-9.99201e-15	-1.72553
305	120	1.08686	1.85066	0.717647	0.369993	280.625	64.8418	-215.783	1	5.10703e-15	-1.68217
192	36	0.661345	2.3376	0.842105	0.220526	290.317	15.4004	-274.917	1	9.88098e-15	-2.14316
106	63	0.43226	2.56639	0.627219	0.144151	245.223	24.5481	-220.675	1	2.9976e-15	-1.7203
118	30	0.455856	2.54003	0.797297	0.152161	258.853	11.8109	-247.043	1	4.32987e-15	-1.92586
273	134	0.999378	1.86706	0.670762	0.348648	273.17	71.7705	-201.399	1	6.43929e-15	-1.57004
273	8	0.998216	2.00178	0.97153	0.332739	273.488	3.99643	-269.492	1	-1.26565e-14	-2.10086
293	3	0.997974	1.95039	0.989865	0.338484	293.595	1.53816	-292.057	1	-1.11022e-14	-2.27677
245.5	86.5	0.945803	1.87645	0.739458	0.335124	259.568	46.0978	-213.47	1	6.66134e-16	-1.66414
98	164	0.434879	2.52217	0.374046	0.147065	225.35	65.0234	-160.327	1	-8.43769e-15	-1.24985
259.5	219.5	0.920097	2.01012	0.541754	0.314003	282.036	109.197	-172.838	1	-2.62013e-14	-1.34738
