dN/dS,LRT,p-value,Log(L)
0.48166,178.694,0,-2276.49
0.201655,561.427,0,-1701.05
0.39029,265.274,0,-1971.62
0.118112,963.236,0,-1006.94
0.323073,380.097,0,-1833.09
0.0346949,1039.46,0,-528.901
0.371845,337.318,0,-1807.42
0.378647,280.867,0,-2157.1
0.268483,415.639,0,-1748.24
0.510615,188.024,0,-2004.14
0.668603,70.6924,0,-2374.15
0.296119,380.326,0,-1822.06
0.0845407,689.487,0,-1163.99
0.260884,595.565,0,-1419.62
0.0481481,1001.92,0,-1185.61
0.139069,711.364,0,-1586.58
0.161917,639.616,0,-1630.49
0.350038,306.92,0,-2058.78
0.161339,745.661,0,-1071.46
0.0667739,933.4,0,-1321.13
0.100903,892.649,0,-1242.5
0.123334,940.911,0,-967.591
0.486481,185.921,0,-2290.7
0.292237,485.397,0,-1510.3
0.310192,377.932,0,-1950.24
0.0987177,903.985,0,-1255.21
0.0716448,916.136,0,-1364.59
0.397015,312.972,0,-1849.62
0.00281183,1343.05,0,-402.72
0.563457,124.804,0,-2176.52
0.259646,478.426,0,-1783.2
0.0454516,1001.11,0,-1231.71
0.439331,232.05,0,-1781.84
0.338272,389.17,0,-1805.96
0.268962,415.083,0,-1779.72
0.569649,129.867,0,-2114.53
1,0,1,0
0.00238092,1596.6,0,-423.433
0.600038,106.245,0,-2249.14
0.444123,229.024,0,-1803.86
0.347858,321.983,0,-1966.26
0.619639,88.9641,0,-2447.25
0.409717,300.392,0,-1960.12
0.399869,278.898,0,-2026.22
0.356379,330.414,0,-1964.55
0.125003,747.635,0,-1541.76
0.0740736,1114.13,0,-844.589
0.0253584,1403.56,0,-550.687
0.436009,219.794,0,-2142.52
0.402854,263.423,0,-2103.8
0.373346,272.972,0,-2025.49
0.561217,123.912,0,-2450.95
0.508183,187.085,0,-2106.68
0.357094,356.674,0,-1641.66
0.512275,164.284,0,-2304.15
0.424063,242.97,0,-1994.67
0.444378,210.953,0,-2201.1
0.71192,49.3624,1.06393e-12,-2581.56
0.637476,85.8641,0,-2230.08
0.181483,610.813,0,-1073.34
0.413905,246.26,0,-2189.21
0.441305,244.404,0,-1964.29
0.761259,30.5496,1.62721e-08,-2531.65
0.326728,308.452,0,-1977.04
0.499637,177.539,0,-2031.18
0.0663166,919.079,0,-1279.42
0.0134549,1052.19,0,-1200.97
0.265725,513.769,0,-1613.08
0.246167,570.872,0,-1563.13
0.375794,275.796,0,-2054.8
0.0435369,1017.98,0,-1242.74
0.187355,632.159,0,-1202.61
0.162735,613.332,0,-1529.11
0.145343,573.256,0,-1577.76
0.387022,298.343,0,-1690.82
0.246903,499.578,0,-1751.27
0.406126,232.689,0,-2149.69
0.0983946,830.093,0,-1481.72
0.322537,378.156,0,-1898.72
0.121531,756.578,0,-1485.24
0.102338,898.006,0,-1243.46
0.183186,606.549,0,-1609.23
0.0204707,1105.43,0,-490.311
0.204845,546.631,0,-1717.58
0.410811,252.052,0,-2118.07
0.0216494,1039.64,0,-1148.18
0.105748,785.123,0,-1469.23
0.0390421,1077.1,0,-247.778
0.0959567,902.8,0,-841.284
0.267897,518.443,0,-1431.31
0.440859,210.982,0,-1987.52
0.326594,360.818,0,-1931.58
0.327346,361.651,0,-1944.47
0.0826693,858.265,0,-1404.64
0.336086,335.585,0,-1990.4
0.251589,483.479,0,-1785.12
0.0270931,1245.88,0,-553.789
0.00482834,1164.7,0,-1080.31
0.296884,433.537,0,-1780.8
0.475727,197.126,0,-1926.21
0.201247,508.434,0,-1723.51
0.481639,202.059,0,-1935.73
0.356722,336.923,0,-1733.06
0.0309216,1024.87,0,-1195.8
0.0854749,790.232,0,-1414.76
0.432054,239.637,0,-1768.57
0.276356,472.09,0,-1394.07
0.284898,405.96,0,-1886.02
0.331014,405.141,0,-1628.47
0.258607,488.923,0,-1331.19
0.253623,421.486,0,-1642.62
0.464389,223.542,0,-1869.37
0.240255,538.096,0,-1327.75
0.111243,791.075,0,-1504.59
0.109382,857.047,0,-1242.09
0.137994,853.597,0,-1018.62
0.0234534,1097.47,0,-1137.76
0.23872,420.947,0,-1719.66
0.10817,785.487,0,-1437.41
0.0108366,1502.73,0,-471.649
0.0347792,1169.38,0,-580.365
0.0122022,1470.16,0,-485.574
0.0679028,1029.77,0,-1065.81
0.289706,482.537,0,-1650.08
0.130596,745.399,0,-1543.22
0.339852,372.886,0,-1660.96
0.521227,160.564,0,-2124.03
0.333597,378.465,0,-1867.02
0.42185,240.094,0,-2206.71
0.49163,192.525,0,-1847.53
0.392994,286.4,0,-2051.4
0.301717,402.696,0,-1825.49
0.665134,70.5889,0,-2272.87
0.302749,448.385,0,-1528.03
0.0716763,893.999,0,-764.47
0.0637669,943.222,0,-1333.31
0.519151,167.195,0,-2120.5
0.444221,222.656,0,-1837.92
0.431418,226.308,0,-2129.07
0.376288,304.025,0,-1753.69
0.383635,329.702,0,-1771.88
0.537614,138.946,0,-2101.85
0.350739,302.471,0,-2100.25
0.305225,384.291,0,-1923.56
0.385236,280.87,0,-1999.13
0.289724,387.735,0,-1943.09
0.0499349,988.541,0,-608.982
0.596827,106.334,0,-2154.15
0.150351,628.377,0,-1588.72
0.125545,749.618,0,-1506.9
0.388236,277.986,0,-1891.91
0.432436,258.603,0,-1797.17
0.169664,638.376,0,-988.851
0.00614796,1213.59,0,-1123.23
0.336871,341.975,0,-1939.57
0.554552,130.495,0,-2214.37
0.185925,579.805,0,-1567.14
0.00157801,1213.27,0,-1060.38
0.0969663,906.215,0,-1200.86
0.0274606,1215.52,0,-902.496
0.223797,495.234,0,-1708.11
0.00626793,1188.06,0,-1100.48
0.0475603,1279.82,0,-683.431
0.0264205,1406.55,0,-583.377
0.0143755,1118.3,0,-1107.7
0.561186,120.066,0,-2344
0.377709,323.219,0,-1892.81
0.391909,326.469,0,-1783.12
0.300243,461.844,0,-1661.12
0.506012,172.917,0,-2176.72
0.319298,335.392,0,-2018.22
0.30056,400.722,0,-1893.38
0.0755478,785.652,0,-1419.85
0.39098,283.186,0,-2090.49
0.213631,548.107,0,-1763.28
0.234508,513.345,0,-1550.17
0.0184564,1144.18,0,-1115.12
0.0820629,1097.55,0,-819.14
0.0973249,829.033,0,-1370.21
0.151439,682.803,0,-1575.93
0.281022,506.809,0,-1568.69
0.432033,221.887,0,-2080.53
5e-09,1231.86,0,-390.503
0.35666,339.279,0,-1590.22
0.267083,446.566,0,-1843.87
0.580502,108.468,0,-2331.41
0.312608,452.41,0,-1623.82
0.147019,692.032,0,-1530.85
0.0604129,960.479,0,-1228.16
0.157921,763.118,0,-1105.8
0.114208,956.029,0,-1053.94
0.318674,355.953,0,-2007.14
0.0436588,1295.03,0,-649.309
0.00520518,1073.11,0,-1251.01
0.181302,604.659,0,-1637.13
0.404433,266.55,0,-1816.05
0.630275,89.889,0,-2345.6
0.424196,234.781,0,-2134.83
0.0679698,963.126,0,-337.688
0.412035,267.523,0,-1753.23
0.538716,138.223,0,-2337.76
0.184089,608.6,0,-1629.11
0.239173,477.906,0,-1791.01
0.647569,75.6319,0,-2495.75
0.17338,606.547,0,-1606.06
0.0559239,972.927,0,-1322.84
0.416889,254.612,0,-2055.99
0.274231,522.088,0,-1438.86
0.113545,786.824,0,-1393.12
0.226892,525.486,0,-1700.73
0.521687,154.863,0,-2090.47
0.339817,345.07,0,-1653.23
0.0522197,965.777,0,-1215.19
0.592694,99.4341,0,-2298.37
0.453632,232.45,0,-1950.33
0.070463,987.239,0,-714.32
0.461623,204.931,0,-2071.48
0.0742523,1003.69,0,-719.712
0.0355499,1057.46,0,-1253.06
0.138003,711.742,0,-929.335
0.572976,108.04,0,-2275.02
0.313444,345.365,0,-2065.8
0.0569534,837.845,0,-1149.44
0.0908984,832.08,0,-1312.46
0.0623653,919.142,0,-1333.38
