dN/dS,LRT,p-value,Log(L)
0.40844,304.627,0,-3060.14
0.18947,735.544,0,-2572.23
0.470716,231.93,0,-3086.93
0.141047,879.532,0,-2257.92
0.526039,176.989,0,-3412.25
0.155283,814.717,0,-2082.56
0.119358,1069.16,0,-1849.37
0.38613,302.334,0,-2886.71
0.30934,483.014,0,-2336.49
0.0481874,1360.35,0,-2038.55
0.203029,718.009,0,-2339.74
0.274787,504.479,0,-2688.66
0.028607,1277.62,0,-1533.25
0.0029297,1937.56,0,-930.867
0.235821,611.795,0,-2501.42
0.125814,769.403,0,-2248.64
0.0132153,1456.42,0,-1493.82
0.0908244,1197.55,0,-1525.64
0.263354,569.247,0,-2518.58
0.0589255,1242.78,0,-2053.74
0.042576,1369.37,0,-1439.38
0.0146714,1817.37,0,-792.956
0.108535,1047.35,0,-1578.55
0.0261903,1418.83,0,-1355.07
0.060981,1183.52,0,-1762.48
0.104958,1033.26,0,-1813.17
0.01308,1601.06,0,-1416.03
0.0185254,1190.32,0,-1627.84
0.0127195,1519.83,0,-1945.23
0.227594,651.971,0,-2299.67
0.0418093,1334.76,0,-2330.04
0.00205788,1843.84,0,-824.231
0.0527713,1190.92,0,-1721.16
0.0846246,980.86,0,-1948.75
0.0422722,1242.17,0,-1681.64
0.0321553,1316.21,0,-1839.02
0.265917,544.299,0,-2642.15
0.157336,748.564,0,-2306.44
0.0347386,1326.76,0,-1387.97
0.0347259,1754.74,0,-685.806
0.00629661,1712.27,0,-1695.24
0.0748719,1183.94,0,-1518.17
0.0602275,1300.35,0,-1740.72
0.0635234,1287.68,0,-1799.35
0.11815,915.01,0,-2064.18
0.124748,988.926,0,-2130.32
0.144232,852.415,0,-2012.9
0.00411312,1819.37,0,-1055.36
0.0751998,1176.18,0,-1711.43
0.0560285,1332.46,0,-1619.56
0.0400536,1382.46,0,-1226.78
0.0401469,1396.53,0,-1129.95
0.0487187,1372.48,0,-2444.05
0.0595582,1237.77,0,-1951.09
0.0100065,1582.07,0,-1332.36
0.0268045,1532.87,0,-1238.5
0.0678613,1294.67,0,-1296.32
0.0387329,1597.5,0,-1274.41
0.0132903,1278.96,0,-1835.77
0.036651,1371.54,0,-1426.24
0.0813027,1156.76,0,-1501.81
0.0115898,1672.98,0,-1137.89
0.0286193,1491.05,0,-1575.2
0.131077,854.081,0,-1979.74
0.00308525,1832.45,0,-713.906
0.00716319,1468.65,0,-1812.54
0.0259005,1474.64,0,-934.745
0.0908172,1109.38,0,-2144.72
0.481237,229.482,0,-3064.96
0.106111,1253.39,0,-1359.19
0.0732276,1230.14,0,-1931.61
0.421896,288.318,0,-3169.99
0.392107,330.998,0,-3088.82
0.0812453,1125.01,0,-1959.17
0.00227374,1658.78,0,-23.3993
0.376107,352.581,0,-3005.48
0.178908,732.583,0,-2429.59
0.0646744,1211.26,0,-2267.39
0.244318,645.664,0,-2596.76
0.2837,505.949,0,-2657.22
0.0678373,1236.56,0,-1589.05
0.0724614,1196.78,0,-1742.28
0.150379,865.403,0,-2227.95
0.0468543,1374.73,0,-2277.9
0.0961998,1083.96,0,-2162.62
0.12574,937.886,0,-2062.24
0.0588081,1299.61,0,-1327.64
0.101743,1052.65,0,-1988.1
0.152472,848.38,0,-2191.83
0.182092,775.95,0,-2024.75
0.0843976,1135.29,0,-2028.96
0.0621603,1255.99,0,-1937.66
0.221613,668.29,0,-2484.6
0.162842,803.486,0,-2216.57
0.00996063,1759.2,0,-762.734
0.0375825,1423.71,0,-1147.06
0.216882,667.696,0,-2405.88
0.00211552,1737.95,0,-1966.84
0.0792106,1078.28,0,-1954.7
0.356798,389.888,0,-2900.31
0.136105,919.294,0,-1799.93
0.0173663,1990.38,0,-610.621
0.160488,799.781,0,-2229.09
0.207527,691.069,0,-2165.05
0.0558805,1279.36,0,-1698.04
0.00788961,1607.58,0,-1005.43
0.276276,546.184,0,-2264.01
0.122556,966.097,0,-2184.12
0.0220532,1598.81,0,-1283.85
0.0554713,1318.14,0,-1323.8
0.0325976,1386.45,0,-1888.91
0.0465201,1307.62,0,-1979.81
0.0909043,1184.53,0,-1497.64
0.0312682,1479.92,0,-1894.04
0.0239658,1085.4,0,-1915.04
0.0642885,1163.34,0,-2089.44
0.111996,1058.03,0,-1833.14
0.0306006,1426.33,0,-1571.18
0.0724565,1292.08,0,-1611.4
0.101562,957.72,0,-2234.41
0.118554,979.867,0,-2019.69
0.0139958,1717.99,0,-931.987
0.154356,848.545,0,-2136.78
0.294127,482.248,0,-2626.78
0.0378846,1442.17,0,-1171.67
0.0117147,1568.46,0,-83.0306
0.101367,932.165,0,-2128.97
0.00953717,1663.03,0,-2080.67
0.0291096,1552.37,0,-997.434
0.0405582,1517.52,0,-1239.13
0.201299,728.109,0,-2247.2
0.20643,746.914,0,-2350.58
0.0893254,1196.26,0,-1624.24
0.170717,807.803,0,-2247.51
0.253142,603.422,0,-2356.02
0.246873,629.003,0,-2422.95
0.101508,1054.08,0,-1787.54
0.141181,916.352,0,-2045.24
0.0140892,1548.69,0,-104.737
0.109095,894.578,0,-2151.36
0.0507821,1167.71,0,-1757.32
0.0217365,1484.95,0,-1014.24
0.176597,786.46,0,-1888.38
0.0148738,1794.2,0,-903.538
0.0256251,1476.68,0,-1591.94
0.0837084,1117.72,0,-1986.25
0.125163,952.684,0,-1853.39
0.0101661,1849.24,0,-937.568
0.0127541,1632.32,0,-1788.36
0.16106,841.628,0,-1974.58
0.0372345,1428.23,0,-1374.99
0.0125128,1555.68,0,-1083.3
0.0445816,1343.01,0,-2038.46
0.0402385,1449.55,0,-1115.33
0.0261947,1671.1,0,-1070.45
