dN,dS,dN/dS,dS=dN,LRT,p-value,Full Log(L)
0.25539,1.16557,0.219112,0.471767,319.306,0,-2992.87
0.119029,1.24581,0.0955434,0.388705,616.94,0,-2493.93
0.311031,0.939538,0.331047,0.479978,168.749,0,-3018.73
0.088491,1.011,0.0875278,0.317108,571.513,0,-2260.86
0.355423,1.09304,0.32517,0.558347,190.029,0,-3333.43
0.0984892,0.844559,0.116616,0.28859,418.628,0,-2019.08
0.0718894,1.05848,0.0679176,0.244117,609.768,0,-1801.62
0.259447,0.90276,0.287393,0.471081,198.309,0,-2825.79
0.198238,0.738325,0.268497,0.319829,171.763,0,-2237.86
0.0245805,1.23562,0.0198932,0.243597,1164.77,0,-2032.01
0.132457,1.0832,0.122284,0.349535,454.904,0,-2264.09
0.175324,0.976469,0.179549,0.407671,371.439,0,-2662.46
0.0149894,0.848508,0.0176656,0.195068,820.724,0,-1484.72
0.00177584,1.21142,0.00146591,0.138433,1012.06,0,-927.389
0.141246,1.07585,0.131288,0.358554,455.297,0,-2462.88
0.0801196,0.720277,0.111234,0.316292,415.04,0,-2271.04
0.00791218,0.888895,0.00890114,0.205385,857.692,0,-1432.12
0.0579888,0.912847,0.0635252,0.207169,510.709,0,-1503.11
0.165259,0.904051,0.182798,0.354137,330.987,0,-2484.7
0.028521,1.11281,0.0256298,0.234837,1065.48,0,-2038.93
0.0267931,0.86595,0.0309407,0.202232,681.811,0,-1403.46
0.00893321,0.666286,0.0134075,0.0993096,568.416,0,-775.55
0.0720181,0.943411,0.0763381,0.232715,493.055,0,-1514.78
0.0171491,0.848062,0.0202215,0.201114,709.916,0,-1339.98
0.0394355,0.929853,0.0424104,0.263054,691.182,0,-1753.28
0.0636468,0.969558,0.0656452,0.246631,580.68,0,-1743.25
0.00708077,1.02145,0.00693209,0.180783,1046.62,0,-1391.34
0.0113968,0.639288,0.0178273,0.227436,617.081,0,-1665.98
0.00589391,1.37402,0.00428953,0.230472,1501.88,0,-1923.98
0.141973,0.87893,0.161529,0.313846,339.978,0,-2259.62
0.0200074,1.2614,0.0158613,0.271936,1359.96,0,-2360.56
0.00115332,0.869833,0.00132591,0.114015,834.017,0,-821.369
0.0341202,0.815984,0.0418147,0.245865,630.202,0,-1687.73
0.052523,0.771375,0.06809,0.270715,529.71,0,-1948.28
0.0258707,0.77999,0.0331679,0.225629,660.063,0,-1703.03
0.0160961,1.00194,0.0160649,0.220302,1022.13,0,-1843.31
0.158108,1.11524,0.14177,0.385176,469.196,0,-2583.82
0.0971,0.918877,0.105672,0.337013,505.984,0,-2281.24
0.0206922,0.699446,0.0295837,0.172139,596.864,0,-1322.46
0.0228404,0.542825,0.0420769,0.0753584,286.327,0,-678.623
0.00313552,1.28605,0.0024381,0.192921,1407.33,0,-1665.4
0.0478306,1.05982,0.0451309,0.221086,608.191,0,-1458.27
0.03446,1.39691,0.0246687,0.237154,1001.77,0,-1698.05
0.0368778,1.20201,0.0306802,0.238967,914.468,0,-1777.03
0.069199,0.776751,0.0890878,0.267478,511.45,0,-2055.01
0.0653758,1.06029,0.0616584,0.254676,744.128,0,-2129.12
0.0937972,0.735025,0.127611,0.278988,383.686,0,-2019.73
0.00230612,0.998652,0.00230923,0.147043,997.534,0,-1092.63
0.0468872,1.01404,0.0462382,0.247726,694.495,0,-1664.61
0.0348864,1.00947,0.0345592,0.221075,749.915,0,-1614.67
0.0245063,0.799208,0.0306632,0.166207,608.181,0,-1199.47
0.0231478,0.807712,0.0286585,0.135938,571.21,0,-1108.11
0.0253129,1.59795,0.0158409,0.306434,1484.02,0,-2391.01
0.028435,1.09234,0.0260312,0.214142,1009.61,0,-1961.87
0.00526433,0.753018,0.00699098,0.143236,838.889,0,-1339.09
0.0168874,0.847531,0.0199254,0.166698,686.816,0,-1233.73
0.0444422,0.769483,0.0577559,0.171177,451.837,0,-1260.93
0.0228877,1.14176,0.020046,0.164093,840.221,0,-1252.92
0.00820639,0.847229,0.00968616,0.267513,829.626,0,-1783.3
0.0216716,0.987827,0.0219386,0.209192,843.776,0,-1431.94
0.0472972,0.678183,0.069741,0.173452,457.294,0,-1451.73
0.00730186,0.884094,0.00825915,0.157623,776.528,0,-1126.22
0.0152281,1.21425,0.0125411,0.20484,1107.89,0,-1558.87
0.0863796,0.666414,0.129618,0.268257,341.119,0,-1981.51
0.00173258,0.647779,0.00267464,0.089525,636.455,0,-691.902
0.00389377,1.34495,0.00289511,0.246002,1286.21,0,-1706.06
0.016805,0.854659,0.0196629,0.13827,582.414,0,-921.666
0.0469246,1.08259,0.0433446,0.259567,902.055,0,-2134.21
0.323923,1.05198,0.307918,0.497546,180.114,0,-2981.65
0.0668832,0.984312,0.0679491,0.16743,410.449,0,-1325.62
0.0461841,1.27878,0.0361157,0.287717,860.983,0,-1890.04
0.245952,1.20794,0.203612,0.483062,375.942,0,-3127.01
0.241167,1.20315,0.200446,0.479214,362.264,0,-3031.82
0.0452896,1.0763,0.0420789,0.260165,843.864,0,-1896.03
0.00129587,0,inf,0.00129568,0.000596702,0.980512,-25.1426
0.23331,1.1701,0.199394,0.466444,362.317,0,-2931.46
0.116482,1.14626,0.101619,0.381143,553.441,0,-2369.77
0.0326453,1.33821,0.0243948,0.282166,1227.28,0,-2252.43
0.150788,1.24356,0.121256,0.370974,528.03,0,-2541.4
0.175597,1.04217,0.168492,0.386175,374.364,0,-2598.48
0.0427669,0.963813,0.0443726,0.221819,639.647,0,-1562.05
0.0386547,1.02167,0.0378346,0.211132,805.351,0,-1746.83
0.0905206,1.10843,0.0816654,0.310647,633.363,0,-2193.02
0.023438,1.25595,0.0186616,0.26014,1314.65,0,-2295.13
0.0546559,1.08596,0.0503295,0.275931,807.552,0,-2157.77
0.0808873,0.914783,0.0884224,0.289096,526.243,0,-2075.09
0.038164,1.21326,0.0314556,0.209351,717.699,0,-1332.54
0.0543342,1.02746,0.0528819,0.242303,743.629,0,-1981.93
0.0988189,1.08805,0.0908219,0.33006,548.251,0,-2115.21
0.112555,0.999134,0.112653,0.287308,447.773,0,-1986.19
0.0441932,1.12044,0.0394427,0.243081,892.722,0,-2041.27
0.0323261,1.07374,0.030106,0.2232,936.534,0,-1951.85
0.143068,1.09057,0.131186,0.371919,466.964,0,-2446.39
0.0955303,0.961445,0.0993611,0.296938,534.162,0,-2208.67
0.0067773,0.64357,0.0105308,0.10881,539.359,0,-749.346
0.0256446,1.05649,0.0242734,0.1839,697.468,0,-1136.8
0.140648,1.0328,0.13618,0.358191,431.567,0,-2366.86
0.00102772,1.30309,0.000788673,0.225512,1631.37,0,-1985.31
0.0475655,1.08793,0.0437212,0.28432,779.462,0,-1914.65
0.220601,1.03093,0.213982,0.410699,307.947,0,-2850.43
0.0862368,0.833623,0.103448,0.248705,404.779,0,-1737.13
0.0112166,0.996633,0.0112545,0.0715429,493.656,0,-601.173
0.0998681,0.983334,0.101561,0.326064,528.48,0,-2184.96
0.135287,0.852569,0.158682,0.306642,337.892,0,-2108.01
0.0336567,1.02042,0.0329833,0.224251,755.841,0,-1619.63
0.00507296,1.15737,0.00438319,0.170418,893.145,0,-1003.3
0.166441,1.02793,0.161918,0.324563,342.91,0,-2183.67
0.0696296,1.43243,0.0486093,0.298998,859.673,0,-2101.98
0.0136048,0.938754,0.0144924,0.175936,810.812,0,-1255.49
0.0368289,1.10591,0.0333019,0.200188,673.918,0,-1294.96
0.0160867,1.01396,0.0158653,0.218887,1102.18,0,-1914.56
0.0235478,1.10463,0.0213173,0.233429,1076.12,0,-1930.66
0.0535697,1.15611,0.0463361,0.201668,643.362,0,-1478.45
0.0175525,1.34658,0.0130349,0.239573,1241.15,0,-1837.59
0.0144357,0.798693,0.0180742,0.299628,741.159,0,-1947.18
0.0332545,1.31549,0.0252792,0.275377,1122.68,0,-2034.79
0.0691626,0.913015,0.0757519,0.250341,561.521,0,-1805.98
0.0186153,1.0021,0.0185763,0.22471,871.369,0,-1547.48
0.0461977,1.15148,0.0401201,0.239975,752.733,0,-1574.11
0.0550354,1.09062,0.0504624,0.30335,851.46,0,-2236.39
0.0657934,0.975622,0.0674374,0.253505,657.064,0,-1993.45
0.00953462,0.678206,0.0140586,0.142955,630.787,0,-943.953
0.095971,1.09896,0.0873292,0.314865,575.395,0,-2065.01
0.200167,1.04611,0.191344,0.406156,297.904,0,-2531.43
0.0219422,1.05736,0.020752,0.155305,732.797,0,-1118.65
0.00664422,0.875787,0.00758656,0.00716091,0.392677,0.530895,-72.5548
0.0603301,0.907221,0.0664999,0.305935,647.426,0,-2149.81
0.00466059,1.55666,0.00299397,0.251291,1759.92,0,-2018.15
0.0196017,0.838265,0.0233837,0.156768,619.173,0,-987.197
0.0270034,0.966927,0.027927,0.188785,714.82,0,-1240.64
0.131989,1.01972,0.129436,0.335331,422.538,0,-2176.04
0.124853,1.1356,0.109944,0.32157,531.431,0,-2290.35
0.0535692,0.941218,0.0569148,0.208504,612.052,0,-1600.7
0.104319,1.02426,0.101848,0.312887,522.896,0,-2208.51
0.16362,0.825321,0.198249,0.330435,280.369,0,-2311.04
0.160188,1.00251,0.159787,0.353311,382.427,0,-2353.76
0.0640553,0.91726,0.0698333,0.250371,558.529,0,-1760.97
0.0891843,0.937048,0.0951758,0.274735,502.394,0,-2023.59
0.00785068,111.733,7.02627e-05,0.009335,25.5273,4.36164e-07,-89.003
0.0700529,0.808107,0.0866875,0.307764,508.035,0,-2186.18
0.0267602,1.0034,0.0266695,0.239024,902.403,0,-1752.12
0.013837,1.03264,0.0133996,0.173385,779.49,0,-1007.32
0.109089,0.718885,0.151747,0.242131,304.077,0,-1817.04
0.00900765,0.738936,0.01219,0.113599,645.245,0,-889.135
0.0137928,1.03946,0.0132692,0.201515,1024.71,0,-1591.05
0.0444338,1.02529,0.0433377,0.24117,822.767,0,-1962.45
0.0830602,0.934679,0.088865,0.267717,472.079,0,-1764.08
0.00616273,1.01162,0.00609195,0.134247,850.517,0,-934.739
0.00624757,1.04744,0.00596461,0.197695,1294.52,0,-1807.78
0.104573,0.908417,0.115115,0.28168,408.171,0,-1908.06
0.0235547,0.924185,0.025487,0.197056,721.133,0,-1347.06
0.00807479,0.943369,0.00855952,0.174866,805.264,0,-1102.33
0.0227521,1.18652,0.0191755,0.240958,1185.41,0,-2023.11
0.0252233,0.672501,0.0375068,0.142024,495.779,0,-1078.34
0.0154538,0.873641,0.017689,0.147441,741.533,0,-1058
