realcoeff,binnedcoeff,sitednds
2.93489642275,2.93489642275,0.735508032261
-1.41142192478,-1.41142192478,0.735508032261
-2.56329149504,-2.56329149504,0.735508032261
1.21261760998,1.21261760998,0.735508032261
-0.210960210639,-0.210960210639,0.735508032261
0.314446069844,0.314446069844,0.735508032261
1.32020660354,1.32020660354,0.735508032261
-0.285756798702,-0.285756798702,0.735508032261
2.15555882399,2.15555882399,0.735508032261
0.0999774274943,0.0999774274943,0.735508032261
-0.517262514,-0.517262514,0.735508032261
0.619784862586,0.619784862586,0.735508032261
-1.36265563131,-1.36265563131,0.735508032261
-0.163573185282,-0.163573185282,0.735508032261
0.302454456628,0.302454456628,0.735508032261
-0.115462133694,-0.115462133694,0.735508032261
1.38212100883,1.38212100883,0.735508032261
2.35557326541,2.35557326541,0.735508032261
0.401045542589,0.401045542589,0.735508032261
-2.93489642275,-2.93489642275,0.735508032261
-4.34631834753,-4.34631834753,0.735508032261
-5.49818791779,-5.49818791779,0.735508032261
-1.72227881277,-1.72227881277,0.735508032261
-3.14585663339,-3.14585663339,0.735508032261
-2.62045035291,-2.62045035291,0.735508032261
-1.61468981921,-1.61468981921,0.735508032261
-3.22065322145,-3.22065322145,0.735508032261
-0.779337598763,-0.779337598763,0.735508032261
-2.83491899525,-2.83491899525,0.735508032261
-3.45215893675,-3.45215893675,0.735508032261
-2.31511156016,-2.31511156016,0.735508032261
-4.29755205406,-4.29755205406,0.735508032261
-3.09846960803,-3.09846960803,0.735508032261
-2.63244196612,-2.63244196612,0.735508032261
-3.05035855644,-3.05035855644,0.735508032261
-1.55277541392,-1.55277541392,0.735508032261
-0.579323157342,-0.579323157342,0.735508032261
-2.53385088016,-2.53385088016,0.735508032261
1.41142192478,1.41142192478,0.735508032261
4.34631834753,4.34631834753,0.735508032261
-1.15186957026,-1.15186957026,0.735508032261
2.62403953476,2.62403953476,0.735508032261
1.20046171414,1.20046171414,0.735508032261
1.72586799462,1.72586799462,0.735508032261
2.73162852832,2.73162852832,0.735508032261
1.12566512608,1.12566512608,0.735508032261
3.56698074877,3.56698074877,0.735508032261
1.51139935227,1.51139935227,0.735508032261
0.894159410779,0.894159410779,0.735508032261
2.03120678736,2.03120678736,0.735508032261
0.0487662934709,0.0487662934709,0.735508032261
1.2478487395,1.2478487395,0.735508032261
1.71387638141,1.71387638141,0.735508032261
1.29595979108,1.29595979108,0.735508032261
2.79354293361,2.79354293361,0.735508032261
